product,"(4aS,10aS)-7-Isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthrene",C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3CCC2=C1OC)(C)C)C)OC)OC

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/471090f8d0faafe3cd1302ac41de8613
smiles:,C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3CCC2=C1OC)(C)C)C)OC)OC>ClCCl.[O-2].[O-2].[O-2].[Cr+6].CC1=NNC(=C1)C>C(C)(C)C1=C(C=C2[C@]3(CCCC([C@@H]3CC(C2=C1)=O)(C)C)C)OC

Role,Name,Smiles
reactant,"(4aS,10aS)-7-Isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthrene",C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3CCC2=C1OC)(C)C)C)OC)OC
solvent,dichloromethane,ClCCl
oxidizing agent,chromium trioxide,[O-2].[O-2].[O-2].[Cr+6]
reagent,"3,5-dimethylpyrazole",CC1=NNC(=C1)C
product,"(4aS,10aS)-7-Isopropyl-6-methoxy-1,1,4a-trimethyl-2,3,4,4a,10,10a-hexahydrophenanthren-9(1H)-one",C(C)(C)C1=C(C=C2[C@]3(CCCC([C@@H]3CC(C2=C1)=O)(C)C)C)OC

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/adfd49f0eaf4709e3bc49ce9fcbf8111
smiles:,C(C)(C)C1=C(C=C2[C@]3(CCCC([C@@H]3CC(C2=C1)=O)(C)C)C)OC>CC#N.C1CCC2=NCCCN2CC1.C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)N=[N+]=[N-]>[N+](=[N-])=C1C(C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC)=O

Role,Name,Smiles
reactant,"(4aS,10aS)-7-Isopropyl-6-methoxy-1,1,4a-trimethyl-2,3,4,4a,10,10a-hexahydrophenanthren-9(1H)-one",C(C)(C)C1=C(C=C2[C@]3(CCCC([C@@H]3CC(C2=C1)=O)(C)C)C)OC
solvent,acetonitrile,CC#N
non-nucleophilic base,"1,8-Diazabicyclo[5.4.0]undec-7-ene",C1CCC2=NCCCN2CC1
reagent,4-acetamidobenzenesulphonyl azide,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)N=[N+]=[N-]
product,"(4aS,10aS)-10-Diazo-7-isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,10,10a-hexahydrophenanthren-9(1H)-one",[N+](=[N-])=C1C(C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC)=O

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/8397fe3b9ac2fd44c03759eea4af82c0
smiles:,C(C1=CC=CC=C1)O.[N+](=[N-])=C1C(C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC)=O>N1=C(C=C(C=C1C)C)C>C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C(=O)OCC1=CC=CC=C1)(C)C)C)OC)OC

Role,Name,Smiles
reactant,"(4aS,10aS)-10-Diazo-7-isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,10,10a-hexahydrophenanthren-9(1H)-one",[N+](=[N-])=C1C(C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC)=O
non-nucleophilic base,"2,4,6-Trimethylpyridine",N1=C(C=C(C=C1C)C)C
building block,benzyl alcohol,C(C1=CC=CC=C1)O
product,"Benzyl (4aS,9S,9aS)-7-isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-fluorene-9-carboxylate",C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C(=O)OCC1=CC=CC=C1)(C)C)C)OC)OC

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/14e1de795379c2c2324c30a0b101d950
smiles:,C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C=O)(C)C)C)OC)OC>ClCCl.ClC=1C=C(C(=O)OO)C=CC1.C(O)([O-])=O.[Na+]>C(=O)O[C@@H]1C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC

Role,Name,Smiles
reactant,"(4aS,9S,9aS)-7-Isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-fluorene-9-carbaldehyde",C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C=O)(C)C)C)OC)OC
solvent,dichloromethane,ClCCl
oxidizing agent,meta-chloroperoxybenzoic acid,ClC=1C=C(C(=O)OO)C=CC1
base,sodium hydrogen carbonate,C(O)([O-])=O.[Na+]
product,"((4aS,9S,9aS)-7-Isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-fluorene-9-yl) formate",C(=O)O[C@@H]1C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/35ac874a63d20a10ac3cf02ed2391dad
smiles:,C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)O)(C)C)C)OC)OC>CC#N.O.[N+](=O)([O-])[O-].[NH4+].[Ce+4].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-]>O[C@H]1[C@H]2C(CCC[C@@]2(C=2C(C(=C(C(C12)=O)C(C)C)OC)=O)C)(C)C

Role,Name,Smiles
reactant,"(4aS,9S,9aS)-7-Isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-fluoren-9-ol",C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)O)(C)C)C)OC)OC
solvent,acetonitrile,CC#N
solvent,water,O
oxidizing agent,ceric ammonium nitrate,[N+](=O)([O-])[O-].[NH4+].[Ce+4].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-]
product,"(4bS,8aS,9S)-9-Hydroxy-2-isopropyl-3-methoxy-4b,8,8-trimethyl-5,6,7,8,8a,9-hexahydro-1H-fluorene-1,4(4bH)-dione",O[C@H]1[C@H]2C(CCC[C@@]2(C=2C(C(=C(C(C12)=O)C(C)C)OC)=O)C)(C)C

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/387df8a576d39a725b42bfce9cac05ae
smiles:,C(C)(C)C1=C(C([C@]23CC=C([C@H]([C@@]3([C@H]([C@H]3C(CCC[C@]23C)(C)C)O)C1=O)C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C)C)=O)OC>ClCCl.C(C)(=O)OI1(OC(C2=C1C=CC=C2)=O)(OC(C)=O)OC(C)=O>C(C)(C)C1=C(C([C@]23CC=C([C@H]([C@@]3(C([C@H]3C(CCC[C@]23C)(C)C)=O)C1=O)C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C)C)=O)OC

Role,Name,Smiles
reactant,"methyl (1R,4aR,5S,8aR,9S)-5-(((1R,4aR,4bS,8aS,9aR)-11-isopropyl-12-methoxy-2,4b,8,8-tetramethyl-9-hydroxy-10,13-dioxo-1,4,4b,5,7,8,8a,9-octahydro-6H-4a,9a-but[2]enofluoren-1-yl)methyl)-1,4a-dimethyl-6-methylenedecahydronaphthalene-1-carboxylate",C(C)(C)C1=C(C([C@]23CC=C([C@H]([C@@]3([C@H]([C@H]3C(CCC[C@]23C)(C)C)O)C1=O)C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C)C)=O)OC
solvent,dichloromethane,ClCCl
oxidizing agent,"3-Oxo-1,3-dihydro-1λ5,2-benziodoxole-1,1,1-triyl triacetate",C(C)(=O)OI1(OC(C2=C1C=CC=C2)=O)(OC(C)=O)OC(C)=O
product,"methyl (1R,4aR,5S,8aR)-5-(((1R,4aR,4bS,8aS,9aR)-11-isopropyl-12-methoxy-2,4b,8,8-tetramethyl-9,10,13-trioxo-1,4,4b,5,7,8,8a,9-octahydro-6H-4a,9a-but[2]enofluoren-1-yl)methyl)-1,4a-dimethyl-6-methylenedecahydronaphthalene-1-carboxylate",C(C)(C)C1=C(C([C@]23CC=C([C@H]([C@@]3(C([C@H]3C(CCC[C@]23C)(C)C)=O)C1=O)C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C)C)=O)OC

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/11020db16d8305594a927da27efd0b29
smiles:,COC(=O)[C@@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)C\C=C(\C=C)/C)C)C.O[C@H]1[C@H]2C(CCC[C@@]2(C=2C(C(=C(C(C12)=O)C(C)C)OC)=O)C)(C)C>ClCCl.FC(C(C(C(CC(C(C)(C)C)=O)=O)(F)F)(F)F)(F)F.FC(C(C(C(CC(C(C)(C)C)=O)=O)(F)F)(F)F)(F)F.FC(C(C(C(CC(C(C)(C)C)=O)=O)(F)F)(F)F)(F)F.[Eu]>C(C)(C)C1=C(C([C@]23CC=C([C@H]([C@@]3(C([C@H]3C(CCC[C@]23C)(C)C)=O)C1=O)C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C)C)=O)OC

Role,Name,Smiles
reactant,"(1R,4aR,5S,8aR)-1,4a-Dimethyl-6-methylene-5-[(2E)-3-methyl-2,4-pentadien-1-yl]decahydro-1-naphthalenecarboxylic acid methyl ester",COC(=O)[C@@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)C\C=C(\C=C)/C)C)C
reactant,"(4bS,8aS,9S)-9-Hydroxy-2-isopropyl-3-methoxy-4b,8,8-trimethyl-5,6,7,8,8a,9-hexahydro-1H-fluorene-1,4(4bH)-dione",O[C@H]1[C@H]2C(CCC[C@@]2(C=2C(C(=C(C(C12)=O)C(C)C)OC)=O)C)(C)C
solvent,dichloromethane,ClCCl
lewis acid,"europium Tris(1,1,1,2,2,3,3-heptafluoro-7,7-dimethyl-4,6-octanedione)",FC(C(C(C(CC(C(C)(C)C)=O)=O)(F)F)(F)F)(F)F.FC(C(C(C(CC(C(C)(C)C)=O)=O)(F)F)(F)F)(F)F.FC(C(C(C(CC(C(C)(C)C)=O)=O)(F)F)(F)F)(F)F.[Eu]
product,"methyl (1R,4aR,5S,8aR)-5-(((1R,4aR,4bS,8aS,9aR)-11-isopropyl-12-methoxy-2,4b,8,8-tetramethyl-9,10,13-trioxo-1,4,4b,5,7,8,8a,9-octahydro-6H-4a,9a-but[2]enofluoren-1-yl)methyl)-1,4a-dimethyl-6-methylenedecahydronaphthalene-1-carboxylate",C(C)(C)C1=C(C([C@]23CC=C([C@H]([C@@]3(C([C@H]3C(CCC[C@]23C)(C)C)=O)C1=O)C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C)C)=O)OC

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/cc10a9e997898a29d7d2c54f9dbf52b4
smiles:,C(C)(C)C1=C(C([C@]23CC=C([C@H]([C@@]3(C([C@H]3C(CCC[C@]23C)(C)C)=O)C1=O)C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C)C)=O)OC>[Cl-].[NH4+].N1=C(C=C(C=C1C)C)C.[I-].[Li+]>OC=1C([C@]23CC=C([C@H]([C@@]3(C([C@H]3C(CCC[C@]23C)(C)C)=O)C(C1C(C)C)=O)C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)O)C)C)C)=O

Role,Name,Smiles
reactant,"methyl (1R,4aR,5S,8aR)-5-(((1R,4aR,4bS,8aS,9aR)-11-isopropyl-12-methoxy-2,4b,8,8-tetramethyl-9,10,13-trioxo-1,4,4b,5,7,8,8a,9-octahydro-6H-4a,9a-but[2]enofluoren-1-yl)methyl)-1,4a-dimethyl-6-methylenedecahydronaphthalene-1-carboxylate",C(C)(C)C1=C(C([C@]23CC=C([C@H]([C@@]3(C([C@H]3C(CCC[C@]23C)(C)C)=O)C1=O)C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C)C)=O)OC
quench,ammonium chloride,[Cl-].[NH4+]
non-nucleophilic base,"2,4,6-Trimethylpyridine",N1=C(C=C(C=C1C)C)C
catalyst,lithium iodide,[I-].[Li+]
product,"(1R,4aR,5S,8aR)-5-(((1R,4aR,4bS,8aS,9aR)-12-hydroxy-11-isopropyl-2,4b,8,8-tetramethyl-9,10,13-trioxo-1,4,4b,5,7,8,8a,9-octahydro-6H-4a,9a-but[2]enofluoren-1-yl)methyl)-1,4a-dimethyl-6-methylenedecahydronaphthalene-1-carboxylic acid",OC=1C([C@]23CC=C([C@H]([C@@]3(C([C@H]3C(CCC[C@]23C)(C)C)=O)C(C1C(C)C)=O)C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)O)C)C)C)=O

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/f60676b87fb3fb15cb93c2260301e683
smiles:,C(C)(=O)OC\C=C(\CC\C=C(\CC\C=C(\CO)/C)/C)/C>ClCCl.[OH-].[Na+].C(C)(C)(C)OO.CC([O-])C.[Ti+4].CC([O-])C.CC([O-])C.CC([O-])C.O[C@@H](C(=O)OCC)[C@@H](C(=O)OCC)O>C(C)(=O)OC\C=C(\CC\C=C(\CC[C@@H]1O[C@@]1(C)CO)/C)/C

Role,Name,Smiles
reactant,"(2E,6E,10E)-12-Hydroxy-3,7,11-trimethyldodeca-2,6,10-trien-1-yl acetate",C(C)(=O)OC\C=C(\CC\C=C(\CC\C=C(\CO)/C)/C)/C
solvent,dichloromethane,ClCCl
quench,sodium hydroxide,[OH-].[Na+]
oxidizing agent,tert-butyl hydroperoxide,C(C)(C)(C)OO
lewis acid,Titanium isopropoxide,CC([O-])C.[Ti+4].CC([O-])C.CC([O-])C.CC([O-])C
desiccant,4A molsieves,*4A molsieves
ligand,"Diethyl (2R,3S)-2,3-dihydroxysuccinate",O[C@@H](C(=O)OCC)[C@@H](C(=O)OCC)O
product,"(2E,6E)-9-((2S,3S)-3-(Hydroxymethyl)-3-methyloxiran-2-yl)-3,7-dimethylnona-2,6-dien-1-yl acetate",C(C)(=O)OC\C=C(\CC\C=C(\CC[C@@H]1O[C@@]1(C)CO)/C)/C

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/a7b0495c238337a66893d82eb3f9d73d
smiles:,CI.C(=S)=S.C(C)(=O)OC[C@@H]1[C@]2(CC[C@@H]([C@]([C@@H]2CCC1=C)(C(=O)OC)C)O)C>C1CCCO1.[H-].[Na+].[Cl-].[NH4+]>C(C)(=O)OC[C@@H]2[C@]1(CC[C@@H]([C@]([C@@H]1CCC2=C)(C(=O)[O-])C)OC(=S)S[Na])C

Role,Name,Smiles
c1 synthon,methyl iodide,CI
reactant,"methyl (1S,2S,4aS,5S,8aR)-5-(acetoxymethyl)-2-hydroxy-1,4a-dimethyl-6-methylenedecahydronaphthalene-1-carboxylate",C(C)(=O)OC[C@@H]1[C@]2(CC[C@@H]([C@]([C@@H]2CCC1=C)(C(=O)OC)C)O)C
solvent,tetrahydrofuran,C1CCCO1
base,sodium hydride,[H-].[Na+]
quench,ammonium chloride,[Cl-].[NH4+]
building block,carbon disulfide,C(=S)=S
solvent,mineral oil,*mineral oil
product,WWARLXVILQHNCE-GDLXNQLUSA-L,C(C)(=O)OC[C@@H]2[C@]1(CC[C@@H]([C@]([C@@H]1CCC2=C)(C(=O)[O-])C)OC(=S)S[Na])C

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/84fdb7aa5444134e1188cd0cd2b391d9
smiles:,C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C(=O)OCC1=CC=CC=C1)(C)C)C)OC)OC>C1CCCO1.[H-].[Al+3].[Li+].[H-].[H-].[H-]>C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)CO)(C)C)C)OC)OC

Role,Name,Smiles
reactant,"Benzyl (4aS,9S,9aS)-7-isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-fluorene-9-carboxylate",C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C(=O)OCC1=CC=CC=C1)(C)C)C)OC)OC
solvent,tetrahydrofuran,C1CCCO1
reducing agent,lithium aluminum hydride,[H-].[Al+3].[Li+].[H-].[H-].[H-]
product,"((4aS,9S,9aS)-7-Isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-fluoren-9-yl)methanol",C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)CO)(C)C)C)OC)OC

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/d4ead019feed7366aabaee1889dc682c
smiles:,C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)CO)(C)C)C)OC)OC>ClCCl.C(C)(=O)OI1(OC(C2=C1C=CC=C2)=O)(OC(C)=O)OC(C)=O>C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C=O)(C)C)C)OC)OC

Role,Name,Smiles
reactant,"((4aS,9S,9aS)-7-Isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-fluoren-9-yl)methanol",C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)CO)(C)C)C)OC)OC
solvent,dichloromethane,ClCCl
oxidizing agent,"3-Oxo-1,3-dihydro-1λ5,2-benziodoxole-1,1,1-triyl triacetate",C(C)(=O)OI1(OC(C2=C1C=CC=C2)=O)(OC(C)=O)OC(C)=O
product,"(4aS,9S,9aS)-7-Isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-fluorene-9-carbaldehyde",C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C=O)(C)C)C)OC)OC

==================================================

Reaction_Data_Origin:,1_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/9811687a8ec7e73ffbcd2832114cc666
smiles:,C(=O)O[C@@H]1C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC>C(Cl)(Cl)(Cl)[H].CO[H].C([O-])([O-])=O.[K+].[K+]>C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)O)(C)C)C)OC)OC

Role,Name,Smiles
reactant,"((4aS,9S,9aS)-7-Isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-fluorene-9-yl) formate",C(=O)O[C@@H]1C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC
solvent,chloroform,C(Cl)(Cl)(Cl)[H]
solvent,methanol,CO[H]
base,potassium carbonate,C([O-])([O-])=O.[K+].[K+]
product,"(4aS,9S,9aS)-7-Isopropyl-5,6,8-trimethoxy-1,1,4a-trimethyl-2,3,4,4a,9,9a-hexahydro-1H-fluoren-9-ol",C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)O)(C)C)C)OC)OC

==================================================

Reaction_Data_Origin:,10_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/acs.orglett.5c01326/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/4ed5c785c25020d86b082077de118e27
smiles:,ClCOCC1=CC=CC=C1.C[C@@H](C=C)[C@H](O)[C@H](CO[Si](C(C)(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)C>C(C)(C)N(C(C)C)CC.[I-].C(CCC)[N+](CCCC)(CCCC)CCCC>C[C@@H](C=C)[C@H](OCOCC1=CC=CC=C1)[C@H](CO[Si](C(C)(C)C)(C1=CC=CC=C1)C1=CC=CC=C1)C

Role,Name,Smiles
reactant,VOTHQAIBUDKZGM-JTAQYXEDSA-N,C[C@@H](C=C)[C@H](O)[C@H](CO[Si](C(C)(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)C
non-nucleophilic base,"N,N-diisopropylethylamine",C(C)(C)N(C(C)C)CC
reagent,tetrabutylammonium iodide,[I-].C(CCC)[N+](CCCC)(CCCC)CCCC
protective group reagent,benzyl chloromethyl ether,ClCOCC1=CC=CC=C1
product,"(5S,6S)-5-((S)-but-3-en-2-yl)-6,10,10-trimethyl-1,9,9-triphenyl-2,4,8-trioxa-9-silaundecane",C[C@@H](C=C)[C@H](OCOCC1=CC=CC=C1)[C@H](CO[Si](C(C)(C)C)(C1=CC=CC=C1)C1=CC=CC=C1)C

==================================================

Reaction_Data_Origin:,10_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/acs.orglett.5c01326/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/41f93dd166b247ca1a4be9211da9bfe2
smiles:,C[C@@H](C=C)[C@H](OCOCC1=CC=CC=C1)[C@H](CO[Si](C(C)(C)C)(C1=CC=CC=C1)C1=CC=CC=C1)C>c3c(P(c1ccccc1)c2ccccc2)cccc3.ClCCl.O=[O+][O-]>C[C@@H](C=O)[C@H](OCOCC1=CC=CC=C1)[C@H](CO[Si](C(C)(C)C)(C2=CC=CC=C2)C3=CC=CC=C3)C

Role,Name,Smiles
reactant,"(5S,6S)-5-((S)-but-3-en-2-yl)-6,10,10-trimethyl-1,9,9-triphenyl-2,4,8-trioxa-9-silaundecane",C[C@@H](C=C)[C@H](OCOCC1=CC=CC=C1)[C@H](CO[Si](C(C)(C)C)(C1=CC=CC=C1)C1=CC=CC=C1)C
reagent,triphenylphosphine,c3c(P(c1ccccc1)c2ccccc2)cccc3
solvent,dichloromethane,ClCCl
oxidizing agent,ozone,O=[O+][O-]
product,PHQYCEVBMZLACY-JCGRVDTESA-N,C[C@@H](C=O)[C@H](OCOCC1=CC=CC=C1)[C@H](CO[Si](C(C)(C)C)(C2=CC=CC=C2)C3=CC=CC=C3)C

==================================================

Reaction_Data_Origin:,10_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/acs.orglett.5c01326/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/cc6d955fc664f2dd55c6d10d2830451b
smiles:,C(C1=CC=CC=C1)[C@@H]1N(C(OC1)=O)C(CP(OCC)(OCC)=O)=O.C[C@@H](C=O)[C@H](OCOCC1=CC=CC=C1)[C@H](CO[Si](C(C)(C)C)(C2=CC=CC=C2)C3=CC=CC=C3)C>CC#N.[Cl-].[Li+].C(C)(C)N(C(C)C)CC.CN(P(=O)(N(C)C)N(C)C)C>C(C1=CC=CC=C1)[C@@H]1N(C(OC1)=O)C(\C=C\[C@@H]([C@@H]([C@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)C)OCOCC1=CC=CC=C1)C)=O

Role,Name,Smiles
reactant,diethyl (S)-(2-(4-benzyl-2-oxooxazolidin-3-yl)-2-oxoethyl)phosphonate,C(C1=CC=CC=C1)[C@@H]1N(C(OC1)=O)C(CP(OCC)(OCC)=O)=O
reactant,PHQYCEVBMZLACY-JCGRVDTESA-N,C[C@@H](C=O)[C@H](OCOCC1=CC=CC=C1)[C@H](CO[Si](C(C)(C)C)(C2=CC=CC=C2)C3=CC=CC=C3)C
solvent,acetonitrile,CC#N
reagent,lithium chloride,[Cl-].[Li+]
non-nucleophilic base,"N,N-diisopropylethylamine",C(C)(C)N(C(C)C)CC
reagent,Hexamethylphosphoramide,CN(P(=O)(N(C)C)N(C)C)C
product,"(S)-4-benzyl-3-((4S,5S,6S,E)-5-((benzyloxy)methoxy)-7-((tert-butyldiphenylsilyl)oxy)-4,6-dimethylhept-2-enoyl)oxazolidin-2-one",C(C1=CC=CC=C1)[C@@H]1N(C(OC1)=O)C(\C=C\[C@@H]([C@@H]([C@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)C)OCOCC1=CC=CC=C1)C)=O

==================================================

Reaction_Data_Origin:,10_https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/acs.orglett.5c01326/start/0
details_url:,https://kmt.vander-lingen.nl/data/reaction/profile/b9b40dd969963a9fc3a4f70b0f30f29e
smiles:,C(C1=CC=CC=C1)[C@@H]1N(C(OC1)=O)C(\C=C\[C@@H]([C@@H]([C@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)C)OCOCC1=CC=CC=C1)C)=O>CCN(CC)CC.[HH].C(C)(=O)OCC.[Pd]C>C(C1=CC=CC=C1)[C@@H]1N(C(OC1)=O)C(CC[C@@H]([C@@H]([C@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)C)OCOCC1=CC=CC=C1)C)=O

Role,Name,Smiles
reactant,"(S)-4-benzyl-3-((4S,5S,6S,E)-5-((benzyloxy)methoxy)-7-((tert-butyldiphenylsilyl)oxy)-4,6-dimethylhept-2-enoyl)oxazolidin-2-one",C(C1=CC=CC=C1)[C@@H]1N(C(OC1)=O)C(\C=C\[C@@H]([C@@H]([C@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)C)OCOCC1=CC=CC=C1)C)=O
base,triethylamine,CCN(CC)CC
